ward22cd,ward22nm,building_use,construction_age_band,wall_type,wall_insulation,roof_type,roof_insulation,glazing_type,built_form,property_type,total_floor_area,estimated_floor_count,number_habitable_rooms,epc_score,main_heat_type,main_fuel_type,energy_consumption,tenure,lookup_age_band,u_value_wall,u_value_roof,u_value_floor,u_value_glazing
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,29,,up to 2,68,other,electricity,2777,private-rented,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,cavity,uninsulated,flat,uninsulated,double/triple,end-terrace,flat,216,7.0,7 to 8,61,boiler,mains gas,36333,private-rented,1920-1949,1.6,1.7,,2.4
E05013653,Bloomsbury,mixed use,1900-1929,cavity,uninsulated,another dwelling above,another dwelling above,double/triple,mid-terrace,flat,138,1.0,4,79,boiler,mains gas,12120,private-rented,pre-1920,1.7,,,2.4
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,29,,up to 2,68,other,electricity,2777,private-rented,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,1900-1929,cavity,uninsulated,another dwelling above,another dwelling above,double/triple,mid-terrace,flat,101,1.0,3,73,boiler,mains gas,12487,private-rented,pre-1920,1.7,,,2.4
E05013653,Bloomsbury,mixed use,1900-1929,cavity,uninsulated,another dwelling above,another dwelling above,double/triple,mid-terrace,flat,100,1.0,4,75,boiler,mains gas,10589,private-rented,pre-1920,1.7,,,2.4
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,cavity,uninsulated,flat,uninsulated,double/triple,end-terrace,flat,216,7.0,7 to 8,61,boiler,mains gas,36333,private-rented,1920-1949,1.6,1.7,,2.4
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,78,4.0,3,68,boiler,mains gas,9725,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,22,,up to 2,70,other,electricity,2456,private-rented,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,29,,up to 2,68,other,electricity,2777,private-rented,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,mixed use,1930-1949,cavity,uninsulated,flat,uninsulated,double/triple,end-terrace,flat,216,7.0,7 to 8,61,boiler,mains gas,36333,private-rented,1920-1949,1.6,1.7,,2.4
E05013653,Bloomsbury,mixed use,1930-1949,cavity,uninsulated,flat,uninsulated,double/triple,end-terrace,flat,216,7.0,7 to 8,61,boiler,mains gas,36333,private-rented,1920-1949,1.6,1.7,,2.4
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,32,4.0,up to 2,57,room/storage heaters,electricity,3455,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,30,,up to 2,85,other,electricity,1380,private-rented,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,mixed use,1930-1949,cavity,uninsulated,flat,uninsulated,double/triple,end-terrace,flat,216,7.0,7 to 8,61,boiler,mains gas,36333,private-rented,1920-1949,1.6,1.7,,2.4
E05013653,Bloomsbury,mixed use,1930-1949,cavity,uninsulated,flat,uninsulated,double/triple,end-terrace,flat,216,7.0,7 to 8,61,boiler,mains gas,36333,private-rented,1920-1949,1.6,1.7,,2.4
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,cavity,uninsulated,flat,uninsulated,double/triple,end-terrace,flat,216,7.0,7 to 8,61,boiler,mains gas,36333,private-rented,1920-1949,1.6,1.7,,2.4
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,1900-1929,cavity,uninsulated,another dwelling above,another dwelling above,double/triple,mid-terrace,flat,100,1.0,4,75,boiler,mains gas,10589,private-rented,pre-1920,1.7,,,2.4
E05013653,Bloomsbury,mixed use,1930-1949,cavity,uninsulated,flat,uninsulated,double/triple,end-terrace,flat,216,7.0,7 to 8,61,boiler,mains gas,36333,private-rented,1920-1949,1.6,1.7,,2.4
E05013653,Bloomsbury,mixed use,1930-1949,cavity,uninsulated,flat,uninsulated,double/triple,end-terrace,flat,216,7.0,7 to 8,61,boiler,mains gas,36333,private-rented,1920-1949,1.6,1.7,,2.4
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,29,,up to 2,68,other,electricity,2777,private-rented,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,cavity,uninsulated,flat,uninsulated,double/triple,end-terrace,flat,216,7.0,7 to 8,61,boiler,mains gas,36333,private-rented,1920-1949,1.6,1.7,,2.4
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,4.0,3,69,communal,mains gas,11574,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,cavity,uninsulated,flat,uninsulated,double/triple,end-terrace,flat,216,7.0,7 to 8,61,boiler,mains gas,36333,private-rented,1920-1949,1.6,1.7,,2.4
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,cavity,uninsulated,flat,uninsulated,double/triple,end-terrace,flat,216,7.0,7 to 8,61,boiler,mains gas,36333,private-rented,1920-1949,1.6,1.7,,2.4
E05013653,Bloomsbury,mixed use,1930-1949,cavity,uninsulated,flat,uninsulated,double/triple,end-terrace,flat,216,7.0,7 to 8,61,boiler,mains gas,36333,private-rented,1920-1949,1.6,1.7,,2.4
E05013653,Bloomsbury,mixed use,1930-1949,cavity,uninsulated,flat,uninsulated,double/triple,end-terrace,flat,216,7.0,7 to 8,61,boiler,mains gas,36333,private-rented,1920-1949,1.6,1.7,,2.4
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,29,,up to 2,68,other,electricity,2777,private-rented,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,flat,insulated,secondary,end-terrace,flat,17,,up to 2,65,other,electricity,2684,private-rented,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,flat,insulated,single/partial,mid-terrace,flat,75,4.0,3,43,room/storage heaters,electricity,7225,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,cavity,uninsulated,flat,uninsulated,double/triple,end-terrace,flat,216,7.0,7 to 8,61,boiler,mains gas,36333,private-rented,1920-1949,1.6,1.7,,2.4
E05013653,Bloomsbury,mixed use,1900-1929,cavity,uninsulated,another dwelling above,another dwelling above,double/triple,mid-terrace,flat,100,1.0,4,75,boiler,mains gas,10589,private-rented,pre-1920,1.7,,,2.4
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,1900-1929,cavity,uninsulated,flat,uninsulated,double/triple,mid-terrace,flat,178,1.0,6,61,boiler,mains gas,31035,private-rented,pre-1920,1.7,2.3,,2.4
E05013653,Bloomsbury,mixed use,1930-1949,cavity,uninsulated,flat,uninsulated,double/triple,end-terrace,flat,216,7.0,7 to 8,61,boiler,mains gas,36333,private-rented,1920-1949,1.6,1.7,,2.4
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,29,,up to 2,68,other,electricity,2777,private-rented,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,26,,up to 2,70,other,electricity,2654,private-rented,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,29,,up to 2,68,other,electricity,2777,private-rented,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,mixed use,1930-1949,cavity,uninsulated,flat,uninsulated,double/triple,end-terrace,flat,216,7.0,7 to 8,61,boiler,mains gas,36333,private-rented,1920-1949,1.6,1.7,,2.4
E05013653,Bloomsbury,mixed use,1900-1929,cavity,uninsulated,flat,uninsulated,double/triple,mid-terrace,flat,178,1.0,6,61,boiler,mains gas,31035,private-rented,pre-1920,1.7,2.3,,2.4
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,56,4.0,up to 2,72,communal,mains gas,10548,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,1900-1929,cavity,uninsulated,flat,uninsulated,double/triple,mid-terrace,flat,178,1.0,6,61,boiler,mains gas,31035,private-rented,pre-1920,1.7,2.3,,2.4
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,cavity,uninsulated,flat,uninsulated,double/triple,end-terrace,flat,216,7.0,7 to 8,61,boiler,mains gas,36333,private-rented,1920-1949,1.6,1.7,,2.4
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,cavity,uninsulated,flat,uninsulated,double/triple,end-terrace,flat,216,7.0,7 to 8,61,boiler,mains gas,36333,private-rented,1920-1949,1.6,1.7,,2.4
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,53,4.0,up to 2,69,communal,mains gas,9569,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,cavity,uninsulated,flat,uninsulated,double/triple,end-terrace,flat,216,7.0,7 to 8,61,boiler,mains gas,36333,private-rented,1920-1949,1.6,1.7,,2.4
E05013653,Bloomsbury,mixed use,1930-1949,cavity,uninsulated,flat,uninsulated,double/triple,end-terrace,flat,216,7.0,7 to 8,61,boiler,mains gas,36333,private-rented,1920-1949,1.6,1.7,,2.4
E05013653,Bloomsbury,mixed use,1930-1949,cavity,uninsulated,flat,uninsulated,double/triple,end-terrace,flat,312,7.0,7 to 8,61,boiler,mains gas,56998,private-rented,1920-1949,1.6,1.7,,2.4
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,cavity,uninsulated,flat,uninsulated,double/triple,end-terrace,flat,216,7.0,7 to 8,61,boiler,mains gas,36333,private-rented,1920-1949,1.6,1.7,,2.4
E05013653,Bloomsbury,mixed use,1930-1949,cavity,uninsulated,flat,uninsulated,double/triple,end-terrace,flat,216,7.0,7 to 8,61,boiler,mains gas,36333,private-rented,1920-1949,1.6,1.7,,2.4
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,29,,up to 2,68,other,electricity,2777,private-rented,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,mixed use,1930-1949,cavity,uninsulated,flat,uninsulated,double/triple,end-terrace,flat,216,7.0,7 to 8,61,boiler,mains gas,36333,private-rented,1920-1949,1.6,1.7,,2.4
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,83,7.0,4,68,boiler,mains gas,15110,owner-occupied,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,29,,up to 2,68,other,electricity,2777,private-rented,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,33,4.0,up to 2,71,boiler,mains gas,6015,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,62,4.0,up to 2,67,communal,mains gas,13832,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,cavity,uninsulated,flat,uninsulated,double/triple,end-terrace,flat,216,7.0,7 to 8,61,boiler,mains gas,36333,private-rented,1920-1949,1.6,1.7,,2.4
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,29,,up to 2,68,other,electricity,2777,private-rented,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,mixed use,1930-1949,cavity,uninsulated,flat,uninsulated,double/triple,end-terrace,flat,216,7.0,7 to 8,61,boiler,mains gas,36333,private-rented,1920-1949,1.6,1.7,,2.4
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,cavity,uninsulated,flat,uninsulated,double/triple,end-terrace,flat,216,7.0,7 to 8,61,boiler,mains gas,36333,private-rented,1920-1949,1.6,1.7,,2.4
E05013653,Bloomsbury,mixed use,1930-1949,cavity,uninsulated,flat,uninsulated,double/triple,end-terrace,flat,216,7.0,7 to 8,61,boiler,mains gas,36333,private-rented,1920-1949,1.6,1.7,,2.4
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,43,,up to 2,67,other,electricity,3541,private-rented,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,29,,up to 2,68,other,electricity,2777,private-rented,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,cavity,uninsulated,flat,uninsulated,double/triple,end-terrace,flat,216,7.0,7 to 8,61,boiler,mains gas,36333,private-rented,1920-1949,1.6,1.7,,2.4
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,29,,up to 2,68,other,electricity,2777,private-rented,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,mixed use,1930-1949,cavity,uninsulated,flat,uninsulated,double/triple,end-terrace,flat,216,7.0,7 to 8,61,boiler,mains gas,36333,private-rented,1920-1949,1.6,1.7,,2.4
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,residential only,1930-1949,solid,uninsulated,pitched,insulated,secondary,mid-terrace,flat,49,7.0,3,39,no heating system,no heating system,10707,private-rented,1920-1949,1.6,,,2.82
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,29,,up to 2,68,other,electricity,2777,private-rented,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,24,,up to 2,73,other,electricity,2244,private-rented,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,76,4.0,3,70,boiler,mains gas,9042,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,20,,up to 2,70,other,electricity,2365,private-rented,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,cavity,uninsulated,flat,uninsulated,double/triple,end-terrace,flat,216,7.0,7 to 8,61,boiler,mains gas,36333,private-rented,1920-1949,1.6,1.7,,2.4
E05013653,Bloomsbury,mixed use,1930-1949,cavity,uninsulated,flat,uninsulated,double/triple,end-terrace,flat,216,7.0,7 to 8,61,boiler,mains gas,36333,private-rented,1920-1949,1.6,1.7,,2.4
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,double/triple,end-terrace,flat,139,7.0,6,70,boiler,mains gas,19495,owner-occupied,pre-1920,1.7,,,2.4
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,29,,up to 2,68,other,electricity,2777,private-rented,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,cavity,uninsulated,flat,uninsulated,double/triple,end-terrace,flat,216,7.0,7 to 8,61,boiler,mains gas,36333,private-rented,1920-1949,1.6,1.7,,2.4
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,cavity,uninsulated,flat,uninsulated,double/triple,end-terrace,flat,216,7.0,7 to 8,61,boiler,mains gas,36333,private-rented,1920-1949,1.6,1.7,,2.4
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,37,,up to 2,68,other,electricity,3177,private-rented,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,1900-1929,cavity,uninsulated,another dwelling above,another dwelling above,double/triple,mid-terrace,flat,100,1.0,4,75,boiler,mains gas,10589,private-rented,pre-1920,1.7,,,2.4
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,31,,up to 2,67,other,electricity,2831,private-rented,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,71,7.0,3,64,boiler,mains gas,15544,private-rented,1920-1949,1.6,,,5.75
